conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags
hit:2752_conv:5505,2,confident,That I could make the long drive across the USA! ,238,wow thats a nice little drive!,5|5|5_5|5|5,
hit:2752_conv:5505,3,confident,That I could make the long drive across the USA! ,11,Oh yes it was it took me 6 days_comma_ but it was so much fun and I knew I could do it. ,5|5|5_5|5|5,
hit:2752_conv:5505,4,confident,That I could make the long drive across the USA! ,238,oh wow i would think it would take longer,5|5|5_5|5|5,
hit:2758_conv:5516,1,anticipating,Im so waiting for my new car_comma_ and cant wait to go pick it up. ,11,I cant wait until after work today I get to go pick up my new car.! ,5|5|5_5|5|5,
hit:2758_conv:5516,2,anticipating,Im so waiting for my new car_comma_ and cant wait to go pick it up. ,225,Oh_comma_ what kind is it?,5|5|5_5|5|5,
hit:2758_conv:5516,3,anticipating,Im so waiting for my new car_comma_ and cant wait to go pick it up. ,11,Its a jeep_comma_ I love jeeps. 2018 compass ,5|5|5_5|5|5,
hit:2758_conv:5516,4,anticipating,Im so waiting for my new car_comma_ and cant wait to go pick it up. ,225,I've never owned a jeep_comma_ are they nice?,5|5|5_5|5|5,
hit:2768_conv:5536,1,anxious,One time in school_comma_ I was asked to give a speech in front of the class. I really don't like speeches and was nervous leading up to the speech.,419,I had to give a speech one time in school and I was very nervous for it.,3|5|5_5|5|5,
hit:2768_conv:5536,2,anxious,One time in school_comma_ I was asked to give a speech in front of the class. I really don't like speeches and was nervous leading up to the speech.,262,That can be nerve wrecking. How did you do?,3|5|5_5|5|5,
hit:2768_conv:5536,3,anxious,One time in school_comma_ I was asked to give a speech in front of the class. I really don't like speeches and was nervous leading up to the speech.,419,I was nervous the whole time. But I managed to get through it. I'm sure everyone could tell.,3|5|5_5|5|5,
hit:2768_conv:5536,4,anxious,One time in school_comma_ I was asked to give a speech in front of the class. I really don't like speeches and was nervous leading up to the speech.,262,What kind of grade did you get?,3|5|5_5|5|5,
hit:2773_conv:5547,1,impressed,It impressed me to see Lebron to go the lakers,238,It impressed me to see Lebron to go the lakers,5|5|5_5|5|5,
hit:2773_conv:5547,2,impressed,It impressed me to see Lebron to go the lakers,320,That's incredible! I would have never expected him to leave Cleveland.,5|5|5_5|5|5,
hit:2773_conv:5547,3,impressed,It impressed me to see Lebron to go the lakers,238,yea i hope it works out for him,5|5|5_5|5|5,
hit:2773_conv:5547,4,impressed,It impressed me to see Lebron to go the lakers,320,Yeah we will see_comma_ are you a big basketball fan?,5|5|5_5|5|5,
hit:2775_conv:5550,1,impressed,that i won a medal for the high jump ,11,I am so proud of myself for winning a medal at the track meet we had last year. ,5|5|5_5|5|5,
hit:2775_conv:5550,2,impressed,that i won a medal for the high jump ,262,Congratulations. I never payed any sports.,5|5|5_5|5|5,
hit:2775_conv:5550,3,impressed,that i won a medal for the high jump ,11,I enjoyed them because I like competition. ,5|5|5_5|5|5,
hit:2775_conv:5550,4,impressed,that i won a medal for the high jump ,262,Did you win a lot?,5|5|5_5|5|5,
hit:2776_conv:5553,1,anticipating,I cant wait for the NFL season to start,238,I cant wait for the NFL season to start,5|5|5_4|5|5,
hit:2776_conv:5553,2,anticipating,I cant wait for the NFL season to start,420,Do you have a favorite team?,5|5|5_4|5|5,
hit:2776_conv:5553,3,anticipating,I cant wait for the NFL season to start,238,whatever team is winning!!!,5|5|5_4|5|5,
hit:2776_conv:5553,4,anticipating,I cant wait for the NFL season to start,420,Nice.  I grew up as a Redskin fan and hate the cowboys,5|5|5_4|5|5,
hit:2776_conv:5553,5,anticipating,I cant wait for the NFL season to start,238,needless to say im a lifelong eagles fan since last year!,5|5|5_4|5|5,
hit:2776_conv:5553,6,anticipating,I cant wait for the NFL season to start,420,How do you feel about New England?,5|5|5_4|5|5,
hit:2778_conv:5557,1,angry,that dang storm last week upset me,238,that dang storm last week upset me,5|5|5_2|4|5,
hit:2778_conv:5557,2,angry,that dang storm last week upset me,318,why did it upset you?,5|5|5_2|4|5,
hit:2778_conv:5557,3,angry,that dang storm last week upset me,238,cause it ruined my plans,5|5|5_2|4|5,
hit:2778_conv:5557,4,angry,that dang storm last week upset me,318,What kind of plans did you have going on?,5|5|5_2|4|5,
hit:2782_conv:5564,1,impressed,Im glad i'll be able to leave from work on time today,238, Im glad i'll be able to leave from work on time today,5|5|5_5|5|5,
hit:2782_conv:5564,2,impressed,Im glad i'll be able to leave from work on time today,44,thats great_comma_ are you usually not able to?,5|5|5_5|5|5,
hit:2782_conv:5564,3,impressed,Im glad i'll be able to leave from work on time today,238,work just starts to stack towards the end of the day,5|5|5_5|5|5,
hit:2782_conv:5564,4,impressed,Im glad i'll be able to leave from work on time today,44,i understand how that goes,5|5|5_5|5|5,
hit:2783_conv:5566,1,angry,I was mad when I didnt get paid my entire check,238,I was mad when I didnt get paid my entire check,5|5|5_5|5|5,
hit:2783_conv:5566,2,angry,I was mad when I didnt get paid my entire check,262,I would be mad too. What happened?,5|5|5_5|5|5,
hit:2783_conv:5566,3,angry,I was mad when I didnt get paid my entire check,238,a payroll error,5|5|5_5|5|5,
hit:2783_conv:5566,4,angry,I was mad when I didnt get paid my entire check,262,How long before you get what is owed to you?,5|5|5_5|5|5,
hit:2786_conv:5573,1,trusting,I asked my friend to get stuff for a party_comma_ I knew he'd pull through though.,100,I asked my friend to get stuff for a party_comma_ I knew he'd pull through though.,4|5|4_4|4|5,
hit:2786_conv:5573,2,trusting,I asked my friend to get stuff for a party_comma_ I knew he'd pull through though.,296,What kind of party?,4|5|4_4|4|5,
hit:2786_conv:5573,3,trusting,I asked my friend to get stuff for a party_comma_ I knew he'd pull through though.,100,It was a birthday party for someone else.,4|5|4_4|4|5,
hit:2786_conv:5573,4,trusting,I asked my friend to get stuff for a party_comma_ I knew he'd pull through though.,296,A close friend? What kind of decorations did he get?,4|5|4_4|4|5,
hit:2791_conv:5582,1,surprised,I was super surprised when there was a cute skunk in our yard last night! Everyone got away safe even though I had to go grab my dog half dressed.,296,I was super surprised when there was a cute skunk in our yard last night!,2|5|5_5|5|5,
hit:2791_conv:5582,2,surprised,I was super surprised when there was a cute skunk in our yard last night! Everyone got away safe even though I had to go grab my dog half dressed.,262,Cute? Oh my word,2|5|5_5|5|5,
hit:2791_conv:5582,3,surprised,I was super surprised when there was a cute skunk in our yard last night! Everyone got away safe even though I had to go grab my dog half dressed.,296,SO SO SO CUTE! They are sweet and just adorable. I had to run out half dressed though to grab my dog- Thank goodness it was dark and late,2|5|5_5|5|5,
hit:2791_conv:5582,4,surprised,I was super surprised when there was a cute skunk in our yard last night! Everyone got away safe even though I had to go grab my dog half dressed.,262,I have never seen a skunk outside before. I'm glad too,2|5|5_5|5|5,
hit:2791_conv:5582,5,surprised,I was super surprised when there was a cute skunk in our yard last night! Everyone got away safe even though I had to go grab my dog half dressed.,296,I have seen many- They are fine as long as you don't bother them_comma_ they are so freaking cute :) They waddle too,2|5|5_5|5|5,
hit:2791_conv:5582,6,surprised,I was super surprised when there was a cute skunk in our yard last night! Everyone got away safe even though I had to go grab my dog half dressed.,262,Like penguns? that might be cute to see.,2|5|5_5|5|5,
hit:2804_conv:5609,1,excited,We are planning our first cruise.,123,My family and I are going on our first cruise next year!,4|4|5_4|5|5,
hit:2804_conv:5609,2,excited,We are planning our first cruise.,85,That sounds exciting!  Where are you going?,4|4|5_4|5|5,
hit:2804_conv:5609,3,excited,We are planning our first cruise.,123,We are going to Cozumel!,4|4|5_4|5|5,
hit:2804_conv:5609,4,excited,We are planning our first cruise.,85,I've had a lot of friends go there.  What are your specific plans while you're away?,4|4|5_4|5|5,
hit:2814_conv:5629,1,anticipating,I am waiting on my grad school interview. ,123,I am trying to prepare for my grad school interview.,5|5|5_5|5|5,
hit:2814_conv:5629,2,anticipating,I am waiting on my grad school interview. ,320,Oh wow! That must be quite nerve-wracking_comma_ although I am sure that you will do great! What are you planning to study?,5|5|5_5|5|5,
hit:2814_conv:5629,3,anticipating,I am waiting on my grad school interview. ,123,Thank you_comma_ I am going for Psychology (counseling.),5|5|5_5|5|5,
hit:2814_conv:5629,4,anticipating,I am waiting on my grad school interview. ,320,Oh wow! Do you want to work in schools?,5|5|5_5|5|5,
hit:2823_conv:5647,1,prepared,I knew I was going to ace a math test. I was prepared,126,I felt very good about a math test. I had studied for it all week.,4|4|5_5|5|5,
hit:2823_conv:5647,2,prepared,I knew I was going to ace a math test. I was prepared,320,That's great! You must feel so accomplished! What math class are you taking?,4|4|5_5|5|5,
hit:2823_conv:5647,3,prepared,I knew I was going to ace a math test. I was prepared,126,It was just a simple algebra test_comma_ but I wanted to do well,4|4|5_5|5|5,
hit:2823_conv:5647,4,prepared,I knew I was going to ace a math test. I was prepared,320,I can understand that! Math has never been my strongest subject. ,4|4|5_5|5|5,
hit:2831_conv:5662,1,lonely,When my dad passed away_comma_ I felt alone. I had no one to talk to it seemed,126,I felt alone when my dad passed away. I just felt I had no one to turn to,4|5|4_5|5|5,
hit:2831_conv:5662,2,lonely,When my dad passed away_comma_ I felt alone. I had no one to talk to it seemed,320,I am so sorry to hear that. Dealing with the loss of a loved one is always difficult but feeling alone in the grief must be so much worse. I hope that you are feeling less alone now.,4|5|4_5|5|5,
hit:2831_conv:5662,3,lonely,When my dad passed away_comma_ I felt alone. I had no one to talk to it seemed,126,I am_comma_ it took awhile but I got through it,4|5|4_5|5|5,
hit:2831_conv:5662,4,lonely,When my dad passed away_comma_ I felt alone. I had no one to talk to it seemed,320,I am sure that it did. Were you very close with your father?,4|5|4_5|5|5,
hit:2837_conv:5675,1,disappointed,I am mad at trump,75,I am so piss-of at Trump right now,4|4|4_5|5|5,
hit:2837_conv:5675,2,disappointed,I am mad at trump,320,Oh wow_comma_ what aspect of his presidency is bothering you?,4|4|4_5|5|5,
hit:2837_conv:5675,3,disappointed,I am mad at trump,75,The whole collusion with Russia and the fact that he keeps underminding the FBI,4|4|4_5|5|5,
hit:2837_conv:5675,4,disappointed,I am mad at trump,320,I can understand why that upsets you. Are you a Hillary Clinton supporter?,4|4|4_5|5|5,
hit:2849_conv:5698,1,guilty,I feel kinda bad. I took something that wasn't mine.,160,I feel kinda bad.  I took something that didn't belong to me,5|5|5_4|5|5,
hit:2849_conv:5698,2,guilty,I feel kinda bad. I took something that wasn't mine.,425,Oh no what did you take?,5|5|5_4|5|5,
hit:2849_conv:5698,3,guilty,I feel kinda bad. I took something that wasn't mine.,160,I took 20 bucks out of my boyfriends wallet. LOL.,5|5|5_4|5|5,
hit:2849_conv:5698,4,guilty,I feel kinda bad. I took something that wasn't mine.,425,Did you tell him about it at least?,5|5|5_4|5|5,
hit:2853_conv:5707,1,anxious,I was nervous when I had to go to jury duty. I just did not want to go,126,I was nervous when I had to go to jury duty. I just did not want to go,5|5|4_5|5|5,
hit:2853_conv:5707,2,anxious,I was nervous when I had to go to jury duty. I just did not want to go,320,I can understand your apprehension. Have you ever served on jury duty before?,5|5|4_5|5|5,
hit:2853_conv:5707,3,anxious,I was nervous when I had to go to jury duty. I just did not want to go,126,No_comma_ I had no idea what to expect,5|5|4_5|5|5,
hit:2853_conv:5707,4,anxious,I was nervous when I had to go to jury duty. I just did not want to go,320,I have never served on jury duty either. The closest thing that I have experienced was serving as a guard during a military court martial.,5|5|4_5|5|5,
hit:2858_conv:5717,1,jealous,Growing up_comma_ I never had a lot of money. It would make me feel pretty bad when I saw my friends with new shoes or new clothes. ,427,I always feel so bad when I see my other friends with new clothes. I wish I could have clothes that weren't purchased at a thrift store...,4|4|5_3|3|3,
hit:2858_conv:5717,2,jealous,Growing up_comma_ I never had a lot of money. It would make me feel pretty bad when I saw my friends with new shoes or new clothes. ,68,I don't think having designer brand is all that great.,4|4|5_3|3|3,
hit:2858_conv:5717,3,jealous,Growing up_comma_ I never had a lot of money. It would make me feel pretty bad when I saw my friends with new shoes or new clothes. ,427,It's not. I'm just tired of feeling like everyone looks so much cooler than me.,4|4|5_3|3|3,
hit:2858_conv:5717,4,jealous,Growing up_comma_ I never had a lot of money. It would make me feel pretty bad when I saw my friends with new shoes or new clothes. ,68,Why does being cool matter though? Wouldn't you rather just be yourself?,4|4|5_3|3|3,
hit:2860_conv:5720,1,afraid,I had real fear when a tornado was close to my home. I thought we might die,126,I had real fear when a tornado was close to where I was living. I thought I could due,4|3|3_3|4|4,
hit:2860_conv:5720,2,afraid,I had real fear when a tornado was close to my home. I thought we might die,271,do you live in the midwest,4|3|3_3|4|4,
hit:2860_conv:5720,3,afraid,I had real fear when a tornado was close to my home. I thought we might die,126,I live in the southeast.,4|3|3_3|4|4,
