Sr No.	Utterance	Speaker	Emotion	Sentiment	Dialogue_ID	Utterance_ID	Season	Episode	StartTime	EndTime
1042	Wait a minute, the house was built on radioactive waste, and an ancient Indian burial ground? That would never happen.	Ross	surprise	positive	97	16	3	20	00:05:04,053	00:05:12,394
1043	Okay, obviously you don't know much about the U.S. government.	Phoebe	neutral	neutral	97	17	3	20	00:05:14,063	00:05:17,899
1044	Hey!	Rachel	surprise	positive	97	18	3	20	0:05:19,068	0:05:20,960
1045	Hello.	All	neutral	neutral	97	19	3	20	0:05:20,960	0:05:21,458
1046	I need to talk to you!	Rachel	joy	positive	97	20	3	20	0:05:21,571	0:05:23,115
1047	Sure, what's up?	Ross	neutral	neutral	97	21	3	20	0:05:23,115	0:05:24,625
1048	All right, I just got changed in thirty seconds so you can be alone with him. You 'd better go for it.	Jeannine	anger	negative	98	0	3	12	00:05:20,528	00:05:28,076
1049	Please, I 'm not going for anything.	Monica	disgust	negative	98	1	3	12	00:05:24,449	00:05:28,076
1050	Well, if you do n't, I will.	Jeannine	anger	negative	98	2	3	12	0:05:28,244	0:05:29,955
1051	Would you please go?	Monica	joy	positive	98	3	3	12	0:05:29,955	0:05:31,517
1052	I would!	Ross	anger	negative	98	4	3	12	0:05:31,517	0:05:31,727
1053	Hey, guys, guys, did you see my new, china cabinet?!	Monica	joy	positive	99	0	3	20	00:09:00,831	00:09:04,876
1054	Uh-huh.	Ross and Rachel	neutral	neutral	99	1	3	20	00:09:05,294	00:09:06,336
1055	Watch, watch.	Phoebe	joy	positive	99	2	3	20	00:09:08,256	00:09:09,297
1057	Ooohhhh!!	Ross and Rachel	surprise	positive	99	3	3	20	0:09:10,633	0:09:10,717
1059	And, and!	Phoebe	joy	positive	99	4	3	20	0:09:10,717	0:09:12,855
1060	Ahhhh!!	Ross and Rachel	surprise	positive	99	5	3	20	00:09:12,969	00:09:15,345
1061	Hey, my Father's house does that!	Chandler	surprise	positive	99	6	3	20	00:09:17,223	00:09:19,933
1062	O-o-o-okay, how did it go? Tell me everything.	Rachel	neutral	neutral	99	7	3	20	00:09:21,143	00:09:23,937
1063	Well, the movie was great, dinner was great, and there's nothing like a cool, crisp New [NAME] evening.	Chandler	neutral	neutral	99	8	3	20	00:09:24,105	00:09:30,277
1064	Okay. It's [NAME].	Monica	neutral	neutral	100	0	1	1	00:13:23,916	00:13:26,460
1065	[NAME]! See? I don't want it.	Rachel	sadness	negative	101	0	8	4	00:13:27,795	00:13:35,928
1066	Take it.	Monica	neutral	neutral	102	0	1	2	0:13:40,766	0:13:42,477
1067	What?	Rachel	neutral	neutral	102	1	1	2	0:13:42,477	0:13:43,955
1068	It's clearly an [NAME].	Monica	neutral	neutral	103	0	8	24	00:13:44,395	00:13:46,438
1069	Oh honey, but you love that name.	Rachel	sadness	negative	103	1	8	24	00:13:46,605	00:13:48,816
1070	Yeah, but I love you more.	Monica	joy	positive	103	2	8	24	00:13:49,817	00:13:51,986
1071	Besides y'know, nothing goes with Bing.	Monica	neutral	neutral	103	3	8	24	0:13:55,072	0:13:57,909
1072	So I'm screwed.	Monica	joy	positive	103	4	8	24	0:13:57,909	0:13:59,473
1081	Oh-oh, I 'm a duck! I go, `` Quack, quack! '' I'm happy all the time!	Chandler	joy	positive	104	0	5	8	00:20:15,464	00:20:18,925
1082	Nice try.	Chandler	sadness	negative	104	1	5	8	00:20:30,395	00:20:31,520
1083	Wait, wait, wait!	Monica	joy	positive	104	2	5	8	00:20:31,688	00:20:33,522
1084	Look, [NAME]	Chandler	neutral	neutral	104	3	5	8	0:20:36,526	0:20:37,361
1085	Look!	Monica	surprise	negative	104	4	5	8	0:20:37,361	0:20:37,799
1086	This is not going to work.	Chandler	anger	negative	104	5	5	8	00:20:42,366	00:20:43,699
1087	I bet this will work!	Monica	joy	positive	104	6	5	8	00:20:43,867	00:20:45,660
1088	You are so great! I love you!	Chandler	joy	positive	104	7	5	8	00:20:54,086	00:20:56,754
1089	What?	Monica	surprise	positive	104	8	5	8	00:21:06,431	00:21:07,765
1090	Nothing! I said, I said `` You 're so great '' and then I just, I just stopped talking!	Chandler	fear	negative	104	9	5	8	00:21:07,933	00:21:11,852
1091	You said you loved me! I ca n't believe this!	Monica	surprise	positive	104	10	5	8	00:21:13,563	00:21:15,815
1092	No I did n't!	Chandler	fear	negative	104	11	5	8	00:21:15,983	00:21:17,108
1093	Yes, you did!	Monica	surprise	positive	104	12	5	8	0:21:18,944	0:21:21,072
1094	No I did n't!	Chandler	fear	negative	104	13	5	8	0:21:21,072	0:21:21,468
1095	You love me!	Monica	joy	positive	104	14	5	8	00:21:22,281	00:21:23,823
1096	No I do n't! Stop it! Stop it! Stop it! Stop it!	Chandler	anger	negative	104	15	5	8	00:21:24,032	00:21:26,993
1097	Hello [NAME]?	Monica	neutral	neutral	105	0	8	4	0:21:37,296	0:21:40,258
1098	Hi, this is [NAME] from the plane?	Monica	neutral	neutral	105	1	8	4	0:21:40,258	0:21:40,443
1099	Listen, the number that you gave me 853-5 That is their old number!	Monica	anger	negative	105	2	8	4	00:21:40,590	00:21:47,722
1100	Jenny's been giving it out since they moved!	Monica	anger	negative	105	3	8	4	00:21:44,678	00:21:47,722
1101	[NAME]! That is so [NAME]!	Chandler	joy	positive	105	4	8	4	00:21:47,889	00:21:51,851
1102	Hey listen umm, how would you like to get together?	Monica	neutral	neutral	105	5	8	4	00:21:52,019	00:21:55,938
1103	Say next Saturday?	Monica	neutral	neutral	105	6	8	4	00:21:54,000	00:21:55,938
1104	Okay, how about [NAME]?	Monica	neutral	neutral	105	7	8	4	00:21:56,106	00:21:58,316
1105	Okay umm, the week after that?	Monica	joy	positive	105	8	8	4	0:21:58,483	0:21:59,568
1106	The week after that?	Monica	joy	positive	105	9	8	4	0:21:59,568	0:22:01,261
1107	Y'know what [NAME]?	Monica	anger	negative	105	10	8	4	00:22:03,488	00:22:04,947
1109	We are good, interesting, funny people with	Monica	anger	negative	105	11	8	4	00:22:05,115	00:22:09,410
1110	Hey [NAME]! Y'know that girl you went to college with who-who became a movie director?	Joey	neutral	neutral	106	0	6	18	00:01:59,994	00:02:03,997
1111	Oh yeah, [NAME] Keystone. She was in my Movement class.	Chandler	neutral	neutral	106	1	6	18	00:02:04,165	00:02:07,543
1112	What's a Movement class?	Phoebe	neutral	neutral	106	2	6	18	00:02:08,169	00:02:09,795
1113	It's Chandler's way of pretending he didn't take mime.	Monica	neutral	neutral	106	3	6	18	00:02:09,963	00:02:13,340
1114	Oh well listen, anyway she's directing the new [NAME] Pacino movie. You got ta get me an audition!	Joey	joy	positive	106	4	6	18	00:02:13,883	00:02:21,306
1115	Oh, I don't know man. I haven't talked to her in like ten years.	Chandler	neutral	neutral	106	5	6	18	00:02:17,846	00:02:21,306
1116	I am.	Phoebe	neutral	neutral	107	0	6	20	00:02:38,000	00:02:39,575
1117	[NAME], what are you talking about? You're a terrific actor.	Rachel	neutral	neutral	107	1	6	20	00:02:41,578	00:02:44,454
1118	You really think so?	Joey	surprise	positive	107	2	6	20	0:02:44,789	0:02:45,501
1119	Ugh, how can you even ask that question?!	Rachel	surprise	positive	107	3	6	20	0:02:45,501	0:02:48,182
1120	[NAME]! Get a shot of this. ( He 's carrying an issue of the	Joey	surprise	positive	108	0	5	3	00:05:14,564	00:05:18,025
1121	Oh, okay, I 'm having another one!	Phoebe	fear	negative	108	1	5	3	00:05:35,126	00:05:37,669
1122	This one does n't hurt eitherOoh, yes it does!	Phoebe	surprise	negative	108	2	5	3	00:05:37,879	00:05:40,756
1123	Ow!	Phoebe	anger	negative	108	3	5	3	00:05:39,756	00:05:40,756
1124	Ow!	Phoebe	anger	negative	108	4	5	3	0:05:41,132	0:05:41,466
1125	Ow!	Phoebe	anger	negative	108	5	5	3	0:05:41,466	0:05:41,550
1126	Ow!	Phoebe	anger	negative	108	6	5	3	0:05:41,550	0:05:43,135
1127	Ooh!	Phoebe	surprise	negative	108	7	5	3	00:05:43,676	00:05:45,385
1128	Oh, I was kinda hoping that was it.	Phoebe	sadness	negative	108	8	5	3	00:05:46,554	00:05:48,555
1129	Hey, where are [NAME] and [NAME] anyway?	Ross	neutral	neutral	108	9	5	3	00:05:51,267	00:05:53,518
1131	Yeah, I love you. Okay, bye! Hi!	Frank	joy	positive	108	10	5	3	00:14:10,766	00:14:13,810
1132	Hi!	Rachel	joy	positive	108	11	5	3	00:14:14,812	00:14:15,895
1133	That was [NAME] 's mom, she said she left five hours ago. She should be here by now!	Frank	fear	negative	108	12	5	3	00:14:16,105	00:14:20,567
1134	Oh, honey, don't worry. She 's gon na make it on time.	Rachel	neutral	neutral	108	13	5	3	00:14:20,776	00:14:22,485
1135	Yeah.	Frank	neutral	neutral	108	14	5	3	00:14:23,028	00:14:24,445
1136	I guess I set up the video camera to try and entice [NAME].	Monica	neutral	neutral	109	0	5	9	00:20:41,823	00:20:46,077
1137	But sadly I could not be enticed.	Joey	joy	positive	109	1	5	9	00:20:47,371	00:20:50,331
1138	Unbelievable! I mean you really kept [NAME] 's underwear?! Why? Why would you do that?!	Ross	disgust	negative	109	2	5	9	00:20:51,875	00:20:58,714
1139	I 'm [NAME]. I 'm disgusting. I stalk guys and keep their underpants.	Monica	sadness	negative	109	3	5	9	00:21:02,594	00:21:11,185
1140	Well, I think we 've all learned something about who 's disgusting and who 's not.	Joey	anger	negative	109	4	5	9	00:21:15,148	00:21:20,403
1141	Eh?	Joey	neutral	neutral	109	5	5	9	00:21:20,570	00:21:21,988
1142	All right, now, I 'm going to get back to my bucket.	Joey	neutral	neutral	109	6	5	9	00:21:22,155	00:21:26,242
1143	I 'm only eating the skin, so the chicken 's up for grabs.	Joey	neutral	neutral	109	7	5	9	00:21:27,703	00:21:30,913
1145	Ohh, okay, they gave you the old time pricing.	Phoebe	neutral	neutral	110	0	6	11	0:06:52,412	0:06:54,874
1146	Yeah.	Rachel	neutral	neutral	110	1	6	11	0:06:54,874	0:06:56,125
1147	Well, what period is it from?	Phoebe	neutral	neutral	110	2	6	11	00:06:57,417	00:06:59,167
1148	Uh, it's from yore. Like the days of yore. Y'know?	Rachel	neutral	neutral	110	3	6	11	00:06:59,335	00:07:03,380
1149	Yes, yes I do.	Phoebe	neutral	neutral	110	4	6	11	00:07:03,589	00:07:05,757
1150	God, oh it's just perfect!	Phoebe	joy	positive	110	5	6	11	00:07:05,925	00:07:09,219
1152	I bet it has a great story behind it too.	Phoebe	joy	positive	110	6	6	11	00:07:09,387	00:07:11,596
1153	Did they tell you anything?	Phoebe	neutral	neutral	110	7	6	11	00:07:11,764	00:07:13,890
1155	Yes! That I know, this is from [NAME] Plains.	Rachel	joy	positive	110	8	6	11	00:07:14,058	00:07:16,935
1156	[NAME] Plains. Oh, it sounds like such a magical place.	Phoebe	joy	positive	110	9	6	11	00:07:19,188	00:07:23,608
1157	So, you still don't think I'm boyfriend material?	Chandler	anger	negative	111	0	3	25	00:11:50,876	00:11:55,588
1158	Huh?	Monica	neutral	neutral	111	1	3	25	00:11:56,298	00:11:57,340
1159	I saw you checking me out during the game last night.	Chandler	neutral	neutral	111	2	3	25	00:11:57,508	00:12:00,844
1160	I, umm, shut up!	Phoebe	anger	negative	112	0	4	1	00:13:29,892	00:13:32,101
1161	Good-bye [NAME] and [NAME]. I'll miss you. P.S. Your Mom lives in Montauk. You just wrote this!	Phoebe	sadness	negative	112	1	4	1	00:13:36,732	00:13:44,781
1162	Well, it's pretty much the gist. Well, except for the poem. You read the poem, right?	Ursula	neutral	neutral	112	2	4	1	00:13:45,991	00:13:53,331
1163	Noooo!!	Phoebe	sadness	negative	112	3	4	1	00:13:53,499	00:13:55,166
1164	All right, hang on!	Ursula	neutral	neutral	112	4	4	1	00:13:55,918	00:13:57,752
1165	[NAME], it's going to happen. [NAME] is gon na move in here.	Monica	neutral	neutral	113	0	6	2	00:18:52,923	00:18:59,303
1166	But I	Rachel	sadness	negative	113	1	6	2	0:18:59,513	0:19:00,015
1167	No-no, wait!	Monica	neutral	neutral	113	2	6	2	0:19:00,015	0:19:02,147
1168	Just let me finish, okay?	Monica	sadness	negative	113	3	6	2	0:19:02,147	0:19:02,469
1169	This isn't something that we just, we just impulsively decided in-in Vegas, this is something we both really want.	Monica	neutral	neutral	113	4	6	2	00:19:03,308	00:19:09,856
1170	And it	Monica	neutral	neutral	113	5	6	2	00:19:11,525	00:19:14,068
1171	It is? Really?	Rachel	surprise	negative	113	6	6	2	00:19:14,862	00:19:19,699
1172	Yeah, sweetie.	Monica	neutral	neutral	113	7	6	2	00:19:20,159	00:19:21,826
1173	I mean we're not, we're not gon na live together anymore?	Rachel	sadness	negative	113	8	6	2	00:19:23,620	00:19:27,540
1174	No.	Monica	sadness	negative	113	9	6	2	00:19:28,792	00:19:29,876
1175	What? Oh my God! I'm gon na miss you so much!	Rachel	sadness	negative	113	10	6	2	00:19:33,213	00:19:35,965
1176	I'm gon na miss you!	Monica	sadness	negative	113	11	6	2	00:19:36,175	00:19:37,967
1177	I mean it's the end of an era!	Rachel	sadness	negative	113	12	6	2	00:19:39,094	00:19:40,928
1178	I know!	Monica	sadness	negative	113	13	6	2	00:19:41,138	00:19:42,638
1	Why do all you're coffee mugs have numbers on the bottom?	Mark	surprise	positive	0	0	3	19	00:14:38,127	00:14:40,378
2	Oh. That's so [NAME] can keep track. That way if one on them is missing, she can be like, Where's number 27?! '	Rachel	anger	negative	0	1	3	19	00:14:40,629	00:14:47,385
3	Y'know what?	Rachel	neutral	neutral	0	2	3	19	00:14:56,353	00:14:57,520
19	Come on, [NAME], you can do it.	Joey	neutral	neutral	1	0	1	23	0:10:44,769	0:10:46,146
20	Push!	Joey	joy	positive	1	1	1	23	0:10:46,146	0:10:46,833
21	Push 'em out, push 'em out, harder, harder.	Joey	joy	positive	1	2	1	23	00:10:46,979	00:10:50,148
22	Push 'em out, push 'em out, way out!	Joey	joy	positive	1	3	1	23	00:10:50,316	00:10:52,609
23	Let 's get that ball and really move, hey, hey, ho, ho.	Joey	joy	positive	1	4	1	23	00:10:52,777	00:10:55,612
24	Let's I was justyeah, right.	Joey	joy	positive	1	5	1	23	00:10:55,780	00:11:01,242
25	Push!	Joey	joy	positive	1	6	1	23	0:11:01,410	0:11:01,828
26	Push!	Joey	joy	positive	1	7	1	23	0:11:01,828	0:11:03,774
27	Okay.	Ross	neutral	neutral	2	0	5	16	00:07:26,446	00:07:27,487
28	[NAME], did n't you say that there was an elevator in here?	Rachel	neutral	neutral	2	1	5	16	00:07:27,655	00:07:30,574
29	Uhh, yes I did but there is n't. Okay, here we go.	Ross	sadness	negative	2	2	5	16	00:07:30,741	00:07:34,119
30	Okay, go left. Left! Left!	Ross	surprise	negative	2	3	5	16	00:07:35,413	00:07:37,205
31	Okay, y'know what? There is no more left, left!	Rachel	anger	negative	2	4	5	16	00:07:39,709	00:07:43,128
32	Oh okay, lift it straight up over your head!	Ross	anger	negative	2	5	5	16	00:07:43,963	00:07:46,047
33	Straight up over your head!	Ross	anger	negative	2	6	5	16	0:07:46,215	0:07:47,777
34	You can do it!	Ross	joy	positive	2	7	5	16	0:07:47,777	0:07:48,648
35	You can do it!	Ross	joy	positive	2	8	5	16	00:07:48,759	00:07:50,010
36	Okay.	Ross	neutral	neutral	2	9	5	16	0:07:50,178	0:07:51,150
37	You got it?	Ross	neutral	neutral	2	10	5	16	0:07:51,150	0:07:52,227
38	Oh, okay, I get it.	Steve	neutral	neutral	3	0	5	15	00:05:59,776	00:06:01,777
39	No wait, look. Look! I 'm sorry, it 's just I 've never even	Ross	fear	negative	3	1	5	15	00:06:02,153	00:06:06,823
40	[NAME] 's the	Steve	neutral	neutral	3	2	5	15	00:06:09,660	00:06:12,329
41	Yes but too me he 's just, man.	Ross	neutral	neutral	3	3	5	15	00:06:13,414	00:06:17,250
42	Okay, fine, whatever. Welcome to the building.	Steve	anger	negative	3	4	5	15	00:06:17,919	00:06:23,590
43	Ugh, can you believe that guy!	Ross	disgust	negative	3	5	5	15	00:06:26,177	00:06:28,178
44	Yeah. I really like his glasses.	Phoebe	neutral	neutral	3	6	5	15	00:06:28,346	00:06:30,889
45	Ohh!	Phoebe	surprise	positive	4	0	4	14	00:08:42,271	00:08:43,271
46	What?	Monica	neutral	neutral	4	1	4	14	0:08:43,439	0:08:43,951
47	It kicked! I think the baby kicked!	Phoebe	surprise	positive	4	2	4	14	0:08:43,951	0:08:45,488
48	Oh my God!	Monica	surprise	positive	4	3	4	14	00:08:45,608	00:08:46,900
49	Oh no wait, oh no, the elastic on my underwear busted.	Phoebe	neutral	neutral	4	4	4	14	00:08:47,068	00:08:50,820
50	Oh my God! I overslept! I was supposed to be on the set a half an hour ago! I got ta get out of here!	Joey	fear	negative	4	5	4	14	00:08:52,532	00:08:58,328
51	Oh wait, [NAME], you can't go like that! You stink!	Monica	disgust	negative	4	6	4	14	00:08:58,496	00:09:00,830
52	Look, I know I feel asleep before I could shower and now I don't have time!	Joey	anger	negative	4	7	4	14	00:09:00,998	00:09:03,750
53	They're just ten blocks away, if I run, I can make it.	Joey	neutral	neutral	4	8	4	14	00:09:03,918	00:09:06,419
54	You're coming on to the entire room! I'm [NAME].	Chandler	anger	negative	5	0	4	20	00:14:37,960	00:14:50,179
55	Hi.	Chandler	neutral	neutral	5	1	4	20	0:14:48,095	0:14:48,947
56	Hi.	Marjorie	neutral	neutral	5	2	4	20	0:14:48,947	0:14:50,229
57	You mind if I	Chandler	neutral	neutral	5	3	4	20	0:14:50,347	0:14:50,769
58	No, please.	Marjorie	neutral	neutral	5	4	4	20	0:14:50,769	0:14:52,353
59	So uh, what are you in for?	Chandler	neutral	neutral	5	5	4	20	00:14:52,474	00:14:53,892
60	I talk in my sleep.	Marjorie	neutral	neutral	5	6	4	20	00:14:54,059	00:14:55,560
61	What a coincidence, I listen in my sleep.	Chandler	neutral	neutral	5	7	4	20	00:14:54,059	00:14:57,896
62	So why don't you give me your number?	Joey	neutral	neutral	5	8	4	20	00:15:00,024	00:15:02,275
63	Previously on Friends.	Joey	neutral	neutral	6	0	3	16	00:00:02,711	00:00:05,796
64	I don't know exactly. It's-it's sorta like wrestling.	Monica	neutral	neutral	6	1	3	16	00:03:23,661	00:03:26,246
65	Oh?!	Phoebe	surprise	negative	6	2	3	16	00:03:26,456	00:03:28,707
66	Yeah, but without the costumes.	Monica	neutral	neutral	7	0	3	24	00:03:26,456	00:03:28,707
67	Oh.	Phoebe	neutral	neutral	7	1	3	24	00:03:28,875	00:03:30,459
68	And it's not fake, it's totally brutal.	Joey	neutral	neutral	7	2	3	24	00:03:30,627	00:03:32,878
69	Yeah, it's two guys in a ring, and the rules are : They're	Chandler	neutral	neutral	7	3	3	24	00:03:33,129	00:03:37,341
70	So you can like, bite, and pull people's hair and stuff?	Monica	surprise	negative	7	4	3	24	00:03:38,218	00:03:40,761
71	Yeah, anything goes, except ah, eye gouging and fish hooking.	Ross	neutral	neutral	7	5	3	24	00:03:41,012	00:03:44,264
72	What's fish hooking?	Monica	surprise	negative	7	6	3	24	00:03:44,474	00:03:46,924
73	Huh, what's fish hooking... Thanks man, that would have been really hard to describe. What is that taste?	Ross	neutral	neutral	7	7	3	24	00:03:44,474	00:03:54,399
74	What? My hands are totally clean, I just gave the duck a bath.	Joey	neutral	neutral	7	8	3	24	00:03:55,068	00:03:58,654
75	Oh, [NAME], he was nothing compared to you. I had to bite my lip to keep from screaming your name.	Jade	sadness	negative	8	0	2	5	00:16:47,631	00:16:57,223
76	Well, that makes me feel so good.	Chandler	joy	positive	8	1	2	5	00:16:59,810	00:17:02,437
77	It was just so awkward and bumpy.	Jade	neutral	neutral	8	2	2	5	0:17:03,272	0:17:05,704
78	Bumpy?	Ross	surprise	negative	8	3	2	5	0:17:05,704	0:17:05,961
79	Well, maybe he had some kind of uh, new, cool style, that you 're not familiar with.	Chandler	neutral	neutral	8	4	2	5	00:17:07,818	00:17:12,155
80	And uh maybe you have to get used to it.	Chandler	neutral	neutral	8	5	2	5	00:17:12,948	00:17:14,574
81	Well there really was n't much time to get used to it, you know what I mean?	Jade	joy	positive	8	6	2	5	00:17:14,742	00:17:18,244
82	Coming through! Oh! Coming through! Oh! Hello! Hi! No! Right! Coming through!	Phoebe	fear	negative	9	0	6	18	00:05:02,927	00:05:08,724
83	Oh well, it's not so bad.	Monica	neutral	neutral	9	1	6	18	00:05:08,891	00:05:10,684
84	Yeah, most of the damage is pretty mostly contained in the bedrooms.	Fireman #1	sadness	negative	9	2	6	18	00:05:10,852	00:05:12,978
